id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36104671,Self Contained Apartment City Centre Bristol,27041975,Sarb,,Central,51.45438,-2.58539,Entire home/apt,86,1,84,2021/9/6,2.99,1,15,59,
36225249,Cosy Apartment in vibrant Easton Bristol,29984985,Ramona,,Easton,51.46951,-2.56393,Entire home/apt,70,2,1,2021/9/12,0.68,1,0,1,
36254645,Stay at the Whiteway.,242316855,Everton,,St George Central,51.46173,-2.53389,Entire home/apt,68,2,45,2020/3/17,2.04,1,342,25,
36266662,Large beautiful family home in central Bristol,40729479,Kate,,Ashley,51.46874,-2.58867,Entire home/apt,350,7,3,2021/8/28,0.13,1,292,2,
36327407,Clifton Spacious 3 Bed Apt&Parking-Simply Check In,122166170,Simply Check In,,Clifton Down,51.46766,-2.61865,Entire home/apt,126,2,27,2019/8/20,1,2,1,13,
36347260,Lovely house in quiet leafy NW Bristol suburb,238268860,Saghi,,Avonmouth & Lawrence Weston,51.49361,-2.64789,Entire home/apt,95,4,13,2021/10/19,0.48,3,84,9,
36372196,Old Market Studio's- No 1,65192629,Hopewell,,Lawrence Hill,51.45622,-2.57936,Entire home/apt,97,1,50,2019/11/1,1.89,141,335,18,
36475059,2 bdrm off Whiteladies Rd Sleeps 6 & Free Parking!,105856087,Richard,,Clifton Down,51.46235,-2.60898,Entire home/apt,129,2,66,2019/10/1,2.43,1,0,16,
36477018,The Little Blue House - Covid secure!,24760810,Martha And Sam,,Eastville,51.47902,-2.53801,Entire home/apt,50,2,68,2021/9/13,2.46,2,140,16,
36528318,Brand new to air bnb market. 3 Storey Town House,274631022,Leanne,,Horfield,51.49747,-2.57333,Entire home/apt,95,1,39,2020/10/4,1.41,1,47,0,
36558333,Stylish Family House near City Centre - Bristol,47836893,Helen,,Knowle,51.43756,-2.5724,Entire home/apt,140,5,2,2020/1/2,0.08,2,101,0,
36600421,Central Haven: a cosy quirky nest,28931720,Sarah,,Ashley,51.46279,-2.58885,Entire home/apt,100,2,14,2021/9/19,0.52,2,25,11,
36620888,"2/36 Double Room in a shared flat ,Clifton",275250241,Renan,,Clifton Down,51.45838,-2.61022,Private room,48,1,75,2021/10/10,2.79,9,352,34,
36624296,Old Market Studios - Number 2,65192629,Hopewell,,Lawrence Hill,51.45523,-2.58032,Entire home/apt,84,1,41,2019/10/22,1.53,141,104,21,
36624963,Bright Modern Two Bed with Parking,65192629,Hopewell,,Cotham,51.46758,-2.60203,Entire home/apt,192,1,36,2021/8/9,1.57,141,0,10,
36833289,Beautiful spacious cottage with hot tub.,146425738,Catherine,,Bishopsworth,51.42084,-2.63087,Entire home/apt,204,2,111,2021/5/23,4.09,2,103,52,
36836671,Spacious sunny 3 bedroom flat in Bishopston,276863622,Kathy,,Redland,51.4776,-2.59364,Entire home/apt,95,2,33,2019/12/1,2.28,1,333,21,
36863262,"Sleeps 4, private courtyard, City Centre",125651447,Your Apartment,,Lawrence Hill,51.45568,-2.58156,Entire home/apt,151,1,14,2021/8/30,0.65,59,297,7,
36864839,2 Bed Home - Gloucester Road,4267869,Adela,,Redland,51.47191,-2.59218,Entire home/apt,94,2,63,2021/1/24,2.51,1,353,28,
36865282,Your Apartment The Loft - #8,125651447,Your Apartment,,Lawrence Hill,51.457,-2.58363,Entire home/apt,151,1,2,2019/9/14,0.08,59,322,0,
36927764,Comfortable double room with two windows and WiFi,277557819,Jemma,,Southmead,51.50089,-2.60993,Private room,42,2,17,2021/9/28,0.63,2,331,6,
36929135,NEW LISTING comfortable double room with garden,277557819,Jemma,,Southmead,51.49965,-2.61082,Private room,35,2,31,2021/8/17,1.28,2,266,6,
36968595,"Friendly popular area,near Bristol City Centre",40474073,Georgia,,Windmill Hill,51.44081,-2.58018,Private room,39,1,120,2021/9/17,4.76,1,51,52,
37011594,City Centre Stay with amazing outside space,22636084,Sam,,Central,51.45518,-2.58748,Entire home/apt,100,1,13,2019/11/17,0.49,1,22,1,
37077040,Stylish City Home With Garden - Dog Friendly,6196560,Caroline,,Bishopston & Ashley Down,51.48507,-2.58924,Entire home/apt,75,2,8,2021/9/19,1.89,1,0,8,
37143911,Lovely spacious 2 bed  flat in central Bristol,279372812,Sienna,,Clifton Down,51.4634,-2.60653,Entire home/apt,91,1,0,,,1,117,0,
37230992,"Sunny, elegant Clifton Village flat",19436350,Rebecca,,Clifton,51.45661,-2.61034,Entire home/apt,136,3,38,2019/12/21,1.46,1,334,12,
37244218,Light homely 1-bed flat on North St with terrace,29126981,Lauren,,Bedminster,51.44014,-2.60532,Entire home/apt,65,2,6,2021/8/15,0.26,2,2,2,
37244950,Fantastic City Centre Apartment,126944043,Aaron,,Central,51.46104,-2.59364,Entire home/apt,80,3,16,2021/10/4,3.2,2,254,16,
37267843,Comfortable stay in Bristol. Close to town centre.,244565378,Dennis,,Frome Vale,51.48596,-2.55148,Private room,40,1,1,2019/8/4,0.04,1,298,0,
37281952,"Great location. Newly built, warm and welcoming.",82286397,Caroline,,Redland,51.47552,-2.59123,Private room,130,1,14,2021/8/14,0.6,3,71,9,
37283863,Fantastic home from home,126944043,Aaron,,Hengrove & Whitchurch Park,51.41623,-2.56591,Entire home/apt,75,2,13,2020/7/24,0.5,2,82,0,
37322353,Gina Davis,71516193,Gina,,Easton,51.45587,-2.55454,Private room,27,73,2,2019/10/20,0.08,1,52,0,
37379623,The Armidale : fantastic central two-bed flat,279218091,Chris,,Ashley,51.46667,-2.58902,Entire home/apt,85,28,16,2021/10/2,0.6,1,76,4,
37381633,Cosy room in Townhouse,2401201,Jane,,Avonmouth & Lawrence Weston,51.50007,-2.69889,Private room,25,2,23,2021/6/17,0.9,3,143,4,
37483548,Creative & comfy house with garden oasis,3138136,Tiffany,,Filwood,51.43034,-2.60182,Entire home/apt,88,2,32,2019/10/15,1.22,1,156,12,
37514733,A cosy family home in Windmill Hill,278829110,Angela,,Windmill Hill,51.43573,-2.59836,Entire home/apt,139,2,46,2021/10/15,1.73,1,0,26,
37545857,SACO Bristol Broad Quay - Superior Studio,282688142,SACO Bristol,,Hotwells & Harbourside,51.45131,-2.59804,Private room,182,1,3,2019/9/16,0.4,10,327,2,
37545893,SACO Bristol Broad Quay - Two Bedroom Apartment,282688142,SACO Bristol,,Central,51.45314,-2.59775,Private room,268,1,7,2021/6/26,0.48,10,296,4,
37545960,SACO Bristol Broad Quay - Penthouse Apartment,282688142,SACO Bristol,,Central,51.45158,-2.59632,Private room,283,1,2,2021/10/3,0.17,10,246,2,
37546142,SACO Bristol Broad Quay - One bedroom apartment,282688142,SACO Bristol,,Central,51.45303,-2.5978,Private room,191,1,1,2019/9/22,0.04,10,354,0,
37546181,SACO Bristol Broad Quay - Two Bed Superior,282688142,SACO Bristol,,Central,51.45316,-2.59622,Private room,271,1,12,2021/9/11,0.81,10,325,7,
37546260,SACO Bristol Broad Quay One Bed Superior Apartment,282688142,SACO Bristol,,Central,51.45174,-2.59761,Private room,202,1,5,2021/5/22,0.25,10,360,4,
37546449,SACO Bristol Broad Quay - One Bed Club Sofa,282688142,SACO Bristol,,Central,51.45113,-2.59768,Private room,214,1,4,2021/5/16,0.31,10,343,3,
37546523,SACO Bristol Broad Quay Studio Apartment,282688142,SACO Bristol,,Central,51.45188,-2.59611,Private room,172,1,43,2021/8/31,4.62,10,360,31,
37546566,SACO Bristol Broad Quay - Three Bedroom Apartment,282688142,SACO Bristol,,Central,51.45113,-2.59652,Private room,329,1,14,2021/10/7,0.58,10,294,12,
37580315,Charming Southville House with Garden,65192629,Hopewell,,Southville,51.44423,-2.60343,Entire home/apt,99,1,23,2021/7/21,0.88,141,93,4,
37597362,STYLISH CENTRAL 2 BED APARTMENT- 2 PARKING SPACES,12998204,Louise,,Lawrence Hill,51.45892,-2.57444,Entire home/apt,125,2,17,2021/8/25,0.74,1,78,5,
37624387,"Spacious en-suite bedroom in Bedminster, Bristol",35116208,Helen,,Bedminster,51.43533,-2.61142,Private room,36,2,46,2021/7/29,1.79,3,156,18,
37626311,Frederick's Place - No.4,125651447,Your Apartment,,Clifton,51.45565,-2.61015,Entire home/apt,160,1,0,,,59,280,0,
37626970,Frederick's Place - No.3,125651447,Your Apartment,,Clifton,51.45689,-2.61018,Entire home/apt,161,1,8,2021/10/11,0.3,59,303,5,
37627244,Frederick's Place - No.5,125651447,Your Apartment,,Clifton,51.45721,-2.61163,Entire home/apt,250,1,7,2020/8/12,0.26,59,301,0,
37627692,Frederick's Place - No.6,125651447,Your Apartment,,Clifton,51.4559,-2.61158,Entire home/apt,249,1,6,2020/10/25,0.27,59,334,1,
37673308,Charming self-contained Clifton flat with parking,56069608,Penny,,Clifton Down,51.46289,-2.61187,Entire home/apt,128,1,121,2020/3/15,14.76,1,327,41,
37724790,Stylish 2 bed 2 bath apartment in downtown Bristol,91774349,Patrick,,Ashley,51.46179,-2.5868,Entire home/apt,119,7,28,2020/9/5,1.09,1,0,0,
37733491,Modern Townhouse with Garden and Parking,65192629,Hopewell,,Bishopston & Ashley Down,51.47893,-2.58209,Entire home/apt,132,1,45,2021/10/19,2.1,141,66,19,
37745165,"Large 2 bedroom, sleeps 6 - City Centre",125651447,Your Apartment,,Lawrence Hill,51.45519,-2.58215,Entire home/apt,241,1,13,2020/3/14,0.63,59,339,1,
37746027,Retro brighton camper,124821600,Johnny,,Easton,51.46476,-2.55667,Entire home/apt,35,2,0,,,1,174,0,
37762338,Lawrence Hill Apartments  - No 1,65192629,Hopewell,,Lawrence Hill,51.45884,-2.56446,Entire home/apt,76,1,31,2021/8/12,1.25,141,0,11,
37763876,Lawrence Hill Apts -No2,65192629,Hopewell,,Lawrence Hill,51.45722,-2.56498,Entire home/apt,78,1,36,2021/9/5,1.45,141,0,20,
37765417,Lawrence Hill Apartments- No 3,65192629,Hopewell,,Lawrence Hill,51.45716,-2.56673,Entire home/apt,93,1,30,2021/9/6,1.25,141,0,19,
37923326,Studio Apartment at Cove West India House,287107471,Cove West India,,Central,51.45286,-2.59284,Entire home/apt,142,7,90,2021/10/10,4.23,4,316,60,
37932575,Clifton Georgian Balcony Apt - Simply Check In,122166170,Simply Check In,,Clifton,51.45329,-2.62097,Entire home/apt,125,2,62,2021/10/8,2.43,2,121,22,
37960390,One Bedroom Apartment at Cove West India House,287107471,Cove West India,,Central,51.45256,-2.59175,Entire home/apt,181,7,11,2021/10/10,0.45,4,343,5,
37978941,Sandbed House - Sleeps 6.,236481623,Mairead,,Ashley,51.46802,-2.57183,Entire home/apt,264,2,88,2021/2/7,3.46,19,250,55,
38006805,Spick and span,22764146,Peter,,Avonmouth & Lawrence Weston,51.49715,-2.64597,Entire home/apt,149,7,1,2019/12/15,0.04,1,365,0,
38014670,Berkeley Sq Pads - No.2,125651447,Your Apartment,,Hotwells & Harbourside,51.45381,-2.6053,Hotel room,160,1,2,2021/8/20,0.36,59,324,2,
38016528,Double room in a lovely place to stay,86598946,Livingstone,,St George Troopers Hill,51.4526,-2.53488,Private room,35,1,34,2021/5/22,1.29,1,142,16,
38016691,Lovely 2BR home with sunny garden in Montpelier,288363836,Kate And Jamie,,Ashley,51.46565,-2.58366,Entire home/apt,142,1,87,2021/5/20,3.8,1,326,46,
38033497,Quiet Room in the Heart of Cliftonwood,43426752,Tim,,Hotwells & Harbourside,51.44982,-2.60915,Private room,30,3,16,2020/3/14,0.72,1,23,1,
38084190,Newly renovated flat near Bristol City Centre!,236481623,Mairead,,Ashley,51.46726,-2.57703,Entire home/apt,93,1,76,2021/10/2,42.22,19,233,36,
38090628,Spacious double bedroom in comfortable property.,289105986,Guy,,Redland,51.47168,-2.60621,Private room,46,2,17,2021/3/29,0.73,2,31,8,
38118561,Fantastic 2 Bed Apartment Close To The Downs,65192629,Hopewell,,Stoke Bishop,51.47238,-2.62855,Entire home/apt,106,1,33,2021/10/17,1.3,141,23,21,
38141873,Top of South Bristol,197011296,Adii,,Bishopsworth,51.42397,-2.61566,Private room,32,1,0,,,1,22,0,
38144218,New! Stylish flat in Clifton close to City Centre,236481623,Mairead,,Clifton,51.45025,-2.6241,Entire home/apt,164,2,112,2020/12/23,4.47,19,32,56,
38154671,Central Bristol stylish Victorian home PARK FREE,195446077,Kirk,,Redland,51.47156,-2.59649,Entire home/apt,135,2,10,2020/11/1,0.64,1,85,1,
38199615,Modern immaculate studio with aircon & parking,171225180,Andy,,Brislington East,51.44896,-2.54786,Private room,59,1,118,2021/10/9,8.81,1,239,58,
38230593,Double room close to city centre. 102.,290498800,James,,Hotwells & Harbourside,51.449596,-2.621457,Private room,25,1,29,2021/10/4,12.08,2,33,23,
38261148,Charming & spacious house near popular North St,11144283,Lucy,,Bedminster,51.43766,-2.60668,Entire home/apt,90,4,0,,,2,238,0,
38286641,White Horse Mews discounts long term stay,202169749,Rowena,,Ashley,51.4652,-2.57818,Entire home/apt,91,2,38,2021/10/10,1.59,1,325,15,
38310477,The treasure chest,8935361,Rory,,St George West,51.46287,-2.54327,Private room,25,2,23,2019/9/16,0.91,1,0,0,
38337723,Luxury Garden Apartment in Clifton with Parking,290080960,Victoria,,Clifton Down,51.46767,-2.61905,Entire home/apt,264,2,21,2021/9/11,0.85,1,0,6,
38339857,Chic coach house in excellent area,109071932,Nikki,,Clifton Down,51.46996,-2.61036,Entire home/apt,46,1,70,2021/3/11,2.77,2,140,36,
38340866,Studio as part of large manor house,109071932,Nikki,,Cotham,51.46997,-2.60879,Entire home/apt,46,1,73,2021/10/24,73,2,28,38,
38348237,Large Victorian house top residential area Bristol,106869905,Esther,,Redland,51.47522,-2.59747,Entire home/apt,270,2,10,2021/10/25,1.57,1,162,10,
38381247,Cosy newly renovated flat near Bristol City Centre,236481623,Mairead,,Ashley,51.46592,-2.57934,Entire home/apt,100,1,62,2021/10/2,2.43,19,260,28,
38381902,Cool newly renovated flat near Bristol City Centre,236481623,Mairead,,Ashley,51.4673,-2.57967,Entire home/apt,101,1,64,2021/8/21,2.51,19,233,42,
38474039,Little Luckwell Apartment by Cliftonvalley,16630323,Matt,,Bedminster,51.4359,-2.61127,Entire home/apt,98,2,25,2021/10/19,0.99,8,47,14,
38559813,The Loft - 3 Bedroom apartment - Your Apartment,125651447,Your Apartment,,Lawrence Hill,51.45481,-2.5831,Entire home/apt,285,1,30,2021/10/5,1.24,59,333,16,
38561575,"ýýýOne Bedroom Apartment in Totterdown, Bristolýýý",46399716,Charles,,Windmill Hill,51.44168,-2.5762,Entire home/apt,73,7,6,2021/7/10,0.31,2,64,4,
38564555,Elegant Georgian apartment near Clifton Village,294244884,Devik,,Clifton,51.45194,-2.62042,Entire home/apt,67,1,70,2021/9/29,2.85,1,289,45,
38570247,Close to city centre,66941398,Lois,,Brislington East,51.43497,-2.54934,Hotel room,162,2,1,2019/10/6,0.04,1,331,0,
38592250,Executive Garden flat in Redland,17488458,Luis,,Cotham,51.46871,-2.59588,Entire home/apt,85,7,2,2021/10/2,0.1,1,0,1,
38620587,New - Bristol base near city centre!,236481623,Mairead,,Ashley,51.4666,-2.57931,Entire home/apt,100,1,48,2021/9/24,1.95,19,262,17,
38636381,"Quiet location, 15 minutes from city centre",295110134,Michaela,,Westbury-on-Trym & Henleaze,51.48279,-2.62335,Private room,80,1,1,2021/10/24,1,1,43,1,
38661065,"ýýýýýý Maple House by SPCE8 ýýýýýý City Centre, Private Garden ýýýýýý",295370095,Mike,,Bishopston & Ashley Down,51.48357,-2.59392,Entire home/apt,193,2,26,2020/1/20,1.13,1,187,19,
38738598,"Luxury 2 bedroom flat, garage for free parking!",28213846,Jonathan,,Clifton,51.45479,-2.61921,Entire home/apt,166,2,55,2020/12/30,2.27,1,314,20,
38738797,Bringing Home a little closer,296251552,Vicky,,Central,51.45081,-2.58841,Entire home/apt,250,7,3,2021/6/5,0.13,1,358,1,
38745548,Blue Lines - Spacious 1 bed,125651447,Your Apartment,,Bishopston & Ashley Down,51.4797,-2.57911,Entire home/apt,126,1,8,2021/9/24,0.34,59,295,7,
38746250,City Centre 2 bed Apartment with parking!,125651447,Your Apartment,,Hotwells & Harbourside,51.45045,-2.60371,Hotel room,122,2,2,2019/11/27,0.08,59,163,0,
38835567,Large Sunny Room in quiet friendly neighbourhood,70616016,Nadia,,Clifton Down,51.46889,-2.61186,Private room,40,1,9,2021/9/25,0.67,1,62,8,
38915123,Outstanding 3 Bedroom House In Montpelier,77412038,Christine,,Ashley,51.46796,-2.58109,Entire home/apt,172,2,13,2021/7/26,0.52,1,0,5,
39054518,organised happy house,262232504,Claire,,Bishopsworth,51.42377,-2.61993,Private room,19,1,35,2021/10/24,1.42,1,56,21,
39057103,"Comfortable, bright flat oozing Mid Century chic.",299343166,Barney,,Bedminster,51.43851,-2.6045,Entire home/apt,75,10,93,2019/10/31,3.81,1,99,38,
39095167,South Bristol double room with parking & garden,34576136,Sarah,,Knowle,51.42805,-2.57828,Private room,59,2,14,2021/10/22,1.19,1,152,14,
39103598,Cosy city ground floor garden flat,299714655,Edyta,,Eastville,51.47557,-2.54474,Private room,30,3,1,2019/10/29,0.04,1,74,0,
39110205,Imagination Cosy 3 bed House Bristol,74829636,David,,Southmead,51.49982,-2.60564,Entire home/apt,120,1,20,2021/10/17,0.85,1,352,10,
39120729,Apartment - Southmead Hospital Airbus MoD Parkingï¿½,299985021,Malgorzata,,Southmead,51.50388,-2.60445,Entire home/apt,79,14,28,2021/9/26,1.15,1,32,9,
39133353,5/36 Double Room In a shared flat Clifton,275250241,Renan,,Clifton Down,51.45864,-2.61016,Private room,49,1,13,2021/10/6,0.57,9,77,3,
39140876,"Family run ensuite, accommodation",168084304,Kurtis,,Horfield,51.49012,-2.58594,Private room,50,7,1,2021/9/17,0.77,3,352,1,
39376612,Unique & Homely Suite With Own Access,65192629,Hopewell,,Clifton Down,51.46943,-2.61743,Entire home/apt,59,1,55,2021/10/15,2.28,141,131,28,
39457812,"Large En Suite private double room, in quiet area.",222838138,Joy,,Stoke Bishop,51.48009,-2.64539,Private room,35,2,6,2019/12/8,0.24,1,0,0,
39475183,Lovely self-contained annexe with en-suite,22982881,Craig,,Knowle,51.43636,-2.57897,Entire home/apt,52,2,96,2019/12/15,7.58,1,24,56,
39500091,Luxury Royal York Crescent Apt w. Stunning Views,303446902,Peter,,Clifton,51.45234,-2.62213,Entire home/apt,500,32,19,2020/9/1,0.8,1,0,0,
39527992,"higgihaus (#3a, 4 Bed). Big Groups. Hip Location. Sleeps 12.",164934575,Luke,,Cotham,51.46712,-2.59125,Entire home/apt,541,1,16,2021/10/3,0.68,12,96,5,
39528213,"higgihaus (#3b, 4 Bed). Big Groups. Hip Location. Sleeps 10.",164934575,Luke,,Ashley,51.46894,-2.59072,Entire home/apt,451,1,14,2021/10/17,0.6,12,93,4,
39545681,Beaufort House Superior 1 Bedroom Apartment,201996822,Samuel(BH),,Clifton Down,51.46432,-2.61788,Entire home/apt,172,1,2,2021/9/5,0.14,3,209,1,
39549167,Welcome to Bristol,150678163,Marie,,Frome Vale,51.48107,-2.53377,Private room,29,2,19,2019/12/23,0.81,2,22,0,
39569577,"higgihaus (#3a & 3b, 8 Bed). Big Groups. Hip Location.",164934575,Luke,,Ashley,51.46766,-2.59117,Entire home/apt,710,1,11,2021/9/12,0.5,12,86,6,
39570221,Comfortable & Cosy Three Bed House,65192629,Hopewell,,Westbury-on-Trym & Henleaze,51.4853,-2.59882,Entire home/apt,102,1,12,2020/10/13,0.57,141,0,6,
39577433,Spacious double bed and newly refurbed bathroom,304084694,Sarah,,Brislington East,51.45016,-2.54973,Private room,76,1,21,2021/8/17,0.87,1,253,5,
39626441,First floor double bedroom in comfortable home.,289105986,Guy,,Cotham,51.46985,-2.60631,Private room,40,2,23,2021/9/26,0.95,2,82,9,
39671221,Big loft room in family home off Gloucester Rd,69504975,Francesca,,Horfield,51.4892,-2.58339,Private room,48,2,2,2020/1/22,0.09,2,23,0,
39671346,"Victorian family house off Gloucester Rd, sleeps 6",69504975,Francesca,,Horfield,51.49101,-2.58523,Entire home/apt,170,7,5,2021/8/28,0.23,2,0,3,
39724175,Modern city centre hideaway,21160367,Sophie,,Central,51.4461,-2.58529,Entire home/apt,70,3,118,2021/10/19,5.84,2,306,58,
39771346,Quiet Hideaway on Windmill Hill!),48405037,Johnny,,Windmill Hill,51.43929,-2.59129,Private room,42,1,22,2020/10/25,0.91,2,295,1,
39807999,CLEAN Beautiful Clifton Bedroom super close to BBC,1884642,Nina,,Clifton Down,51.45865,-2.61002,Private room,39,90,20,2020/2/19,0.84,1,0,0,
39820474,Dingle Retreat,306353963,Angie,,Avonmouth & Lawrence Weston,51.49552,-2.64833,Entire home/apt,150,7,0,,,1,90,0,
39826686,Gloucester Rd prime city location,304388554,Kelsang,,Bishopston & Ashley Down,51.47675,-2.58859,Private room,90,1,0,,,1,83,0,
39831002,Cheap Bristol stay,150678163,Marie,,Frome Vale,51.47918,-2.53392,Private room,22,1,12,2020/3/15,0.51,2,296,0,
39908088,Spacious and Comfortable 1 Bedroom Flat,241240980,Adam,,St George Troopers Hill,51.4556,-2.52836,Entire home/apt,55,3,26,2019/12/26,1.26,1,85,2,
39914300,Frederick Place - No.1,125651447,Your Apartment,,Clifton,51.45533,-2.6103,Entire home/apt,160,1,3,2021/4/2,0.22,59,319,2,
39914485,Frederick Place - No.2,125651447,Your Apartment,,Clifton,51.4554,-2.60974,Entire home/apt,160,1,0,,,59,154,0,
39937209,A Clifton Village Pied-A-Terre in the perfect location in Clifton Village.,65192629,Hopewell,,Clifton,51.4539,-2.62006,Entire home/apt,59,1,20,2021/10/18,0.87,141,0,9,
39960472,MyCityHaven Spacious Kings Weston House,51686051,Michael,,Avonmouth & Lawrence Weston,51.49651,-2.67028,Entire home/apt,127,2,10,2021/4/21,0.44,11,24,7,
39981143,Bristol City centre sofa surf (comfy),268808188,Darren,,Central,51.45348,-2.59684,Shared room,55,30,0,,,1,365,0,
40027489,Morden apartment close to Cabot Circus,85721135,Michael,,Ashley,51.46135,-2.5876,Entire home/apt,314,3,7,2019/12/17,0.3,2,352,0,
40056112,Cosy room in a spacious modern apartment,85721135,Michael,,Ashley,51.46008,-2.58677,Private room,83,4,3,2021/9/29,0.74,2,257,3,
40063334,Cosy Family Haven in friendly neighbourhood,6485066,Sabrina,,Easton,51.46793,-2.5539,Entire home/apt,85,3,6,2021/6/6,0.27,1,10,3,
40089334,"Stunning Studio Flat in Westbury-on-Trym, BS9",152325136,Clare,,Westbury-on-Trym & Henleaze,51.486,-2.61679,Entire home/apt,50,5,22,2021/9/25,0.95,1,139,9,
40100514,ART POD dedicated to Nick Walker artist - NICK,90733634,Paul,,Ashley,51.46311,-2.58378,Entire home/apt,138,2,29,2021/10/17,4.35,4,351,29,
40129335,Award Winning - Hidden Gem in Central Bristol,37348515,Jane,,Ashley,51.46773,-2.57344,Entire home/apt,119,2,73,2021/10/12,3.17,1,242,49,
40155380,Your own space in colourful Southville!,17063914,James,,Southville,51.44552,-2.6094,Entire home/apt,50,2,11,2021/10/24,4.07,1,89,11,
40168473,Unique oasis in the heart of the city Free Parking,101365220,Sharon,,Hotwells & Harbourside,51.45356,-2.60396,Entire home/apt,86,7,13,2021/9/19,0.64,1,207,5,
40220521,The Polygon-Garden Flat,65192629,Hopewell,,Clifton,51.451,-2.62185,Entire home/apt,114,1,11,2021/6/6,2.23,141,44,11,
40232296,Central Victorian 2 bed house sleeps  4 6 Redfield,13941584,Somayah,,Easton,51.45945,-2.55523,Entire home/apt,102,10,3,2021/9/26,0.61,1,46,3,
40232950,MICHELANGELO  ï¿½ï¿½ï¿½...questing for perfection,310726259,Michele Graziano,,Stockwood,51.4286,-2.55718,Private room,45,1,17,2020/7/16,7.29,2,328,6,
40303184,Luckwell Too - Two Bed Apartment by Cliftonvalley,16630323,Matt,,Bedminster,51.43651,-2.61013,Entire home/apt,130,2,24,2021/10/16,4.59,8,40,22,
40345454,Spacious End of Terrace with Off-Street Parking,96026807,Dave,,Bedminster,51.43859,-2.61099,Entire home/apt,200,2,2,2021/9/19,1.05,1,8,2,
40363536,Gorgeous garden cabin,4512624,Merlin,,St George Central,51.46646,-2.52478,Entire home/apt,47,2,63,2021/10/14,4.25,1,124,51,
40369082,The annexe,91623818,Becky,,Henbury & Brentry,51.51397,-2.617,Entire home/apt,61,1,62,2021/10/3,9.44,1,54,41,
40377710,Ensuite room in a shared house 15min to the center,145985205,Carlos,,Avonmouth & Lawrence Weston,51.48718,-2.67942,Private room,29,1,21,2021/10/10,1.71,1,324,20,
40390796,Townhouse in Clifton Village - R&R Guesthouse #3,18054772,Richard & Rebecca,,Clifton,51.45393,-2.62481,Entire home/apt,383,2,34,2021/10/17,1.54,2,348,17,
40439064,Double room w/ private bathroom in Central Bristol,7198404,Marine,,Ashley,51.4593,-2.58615,Private room,48,2,2,2019/12/12,0.1,1,0,0,
40463868,"Comfortable room, 10 min walk to the city centre",313072945,Iain,,Southville,51.44448,-2.60418,Private room,25,1,30,2020/9/22,1.3,1,22,0,
40468365,Cosy One Bedroom Flat,34763945,Mary,,Bishopsworth,51.41755,-2.61675,Entire home/apt,65,2,12,2021/9/30,0.8,2,163,7,
40519320,MyCityHaven - South Parade Mansions with parking,51686051,Michael,,Clifton Down,51.46231,-2.60953,Entire home/apt,170,2,12,2020/9/7,0.88,11,56,7,
40520829,Cosy guest room in warm friendly house.,173525772,Angela,,Avonmouth & Lawrence Weston,51.49537,-2.69223,Private room,40,1,71,2021/10/15,3.33,1,302,41,
40537371,Bright Apartment. Fantastic location. Free Parking,62076962,Maria,,Southmead,51.50256,-2.60451,Entire home/apt,70,2,34,2020/3/7,1.58,1,13,12,
40550795,Superb Apartment in Bristol's most desirable area,109438841,John,,Clifton Down,51.46661,-2.60827,Entire home/apt,100,3,1,2019/12/27,0.04,1,21,0,
40558723,Quaint calm stylish oasis (with resident cat),18080188,Clare,,Ashley,51.46802,-2.58487,Private room,42,2,29,2021/10/12,1.29,1,54,14,
40577661,Cozy one bedroom apartment in Bristol city centre,65192629,Hopewell,,Ashley,51.45951,-2.58456,Entire home/apt,76,1,3,2020/3/7,0.14,141,0,0,
40608331,Delightful 2 bedroom home near City Centre!,314677302,Jules,,Lawrence Hill,51.46081,-2.57443,Entire home/apt,103,2,89,2020/2/18,6.43,1,0,57,
40631731,Bright one bed flat close to BRI & University,315009089,Simon,,Clifton Down,51.45909,-2.61021,Entire home/apt,87,1,33,2021/7/22,2.35,1,0,28,
40674073,Double Room in good location,109375960,Caro,,Windmill Hill,51.43775,-2.5824,Private room,45,1,47,2021/10/24,2.37,1,78,34,
40697222,Your Apartment The Portland,125651447,Your Apartment,,Central,51.45672,-2.60777,Entire home/apt,131,1,25,2021/10/2,1.13,59,326,19,
40714905,The Best Luxury Harbourside Apartment in Bristol,238454956,James,,Hotwells & Harbourside,51.45121,-2.60541,Entire home/apt,126,4,25,2021/10/11,1.12,1,154,16,
40773707,Contractors -  double room in lovely house,238268860,Saghi,,Avonmouth & Lawrence Weston,51.49429,-2.64875,Private room,30,3,5,2021/10/14,1.22,3,44,5,
40792729,Stylish 2 bed home in the heart of Clifton,317038429,Graham & Jerry,,Clifton,51.45695,-2.6183,Entire home/apt,118,1,74,2021/9/12,3.36,1,0,45,
40796549,Midland Mews: contemporary 2-bed apartment,316351487,Bex,,Lawrence Hill,51.45606,-2.58015,Entire home/apt,133,2,32,2021/10/17,1.55,1,325,23,
40803098,Modern and Stylish Apartment in Portland Square,40953779,Alex,,Ashley,51.46145,-2.5859,Entire home/apt,41,3,34,2021/3/7,1.54,1,0,16,
40805375,"Light, cosy flat. Easy access to Bristol and Bath.",317214176,Cathy,,Brislington East,51.43449,-2.55048,Entire home/apt,43,1,10,2021/3/20,0.63,1,112,5,
