id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
70820,City View - Sarah's double room.,360195,Sarah,,Windmill Hill,51.43994,-2.59173,Private room,36,1,160,2019/9/12,1.8,5,0,7,
117122,City Centre-Waterside Retreat,591555,Marcus,,Clifton,51.45051,-2.61054,Private room,96,1,152,2019/6/9,2.45,1,358,9,
176306,The White Room -  Central Bristol Art House Garden,708175,Orla,,Bedminster,51.44101,-2.60121,Private room,29,21,39,2013/1/21,0.36,1,0,0,
307634,Peaceful Safe Home & Clear Space 'The Lilac Room',1582810,Wendy,,Easton,51.46641,-2.55533,Private room,30,3,22,2021/10/6,0.41,2,154,1,
322906,HUGE Room CENTRAL location House,1156132,Sue And Toby,,Ashley,51.46668,-2.58274,Private room,69,2,80,2015/7/20,0.94,2,71,0,
341227,Listed Georgian house in the heart of Bristol.,237360,Samantha,,Ashley,51.46661,-2.58709,Entire home/apt,446,2,95,2019/3/17,1.51,1,339,17,
390781,"Cosy large room nr TV studios, Paintworks & stores",1954565,Fiona,,Brislington West,51.44429,-2.55777,Private room,28,2,43,2021/8/5,0.37,2,0,10,
399681,Historic Trym House - five star!,1941316,Kevin & Lesley,,Westbury-on-Trym & Henleaze,51.49508,-2.61715,Private room,80,2,75,2016/6/6,1.04,1,155,15,
407485,Bristol Luxury Garden Apartment,2029719,Ingrid,,Ashley,51.46941,-2.58166,Entire home/apt,93,2,268,2020/4/14,2.66,1,307,13,
421205,The dog lovers haven,2094659,Lis,,Ashley,51.46547,-2.58458,Private room,26,1,168,2019/4/15,2.06,1,276,16,
422956,Modern inner city 3 bed eco house,2103297,Lois,,Redland,51.47331,-2.60598,Entire home/apt,180,2,352,2021/8/7,4.93,2,285,29,
554813,Central Double Room With Your Own Bathroom,2727252,Rich & Ray,,Lawrence Hill,51.45591,-2.57803,Private room,43,1,190,2019/12/30,1.74,1,113,0,
753655,Edwardian house in central Bristol,3647954,Cath,,Southville,51.44553,-2.60413,Private room,54,2,272,2018/10/27,3.22,3,300,3,
758894,"Clifton Village, superfast internet, car permits",3996407,Joanna,,Clifton,51.45524,-2.62168,Entire home/apt,136,3,414,2020/8/9,5.47,1,329,29,
868888,Large double room with breakfast,4577089,Rohan,,Eastville,51.47305,-2.54617,Private room,30,7,9,2018/3/29,0.21,2,266,0,
870076,Cosy Single Bedroom in Southville,3647954,Cath,,Southville,51.44593,-2.60309,Private room,39,1,159,2019/6/2,1.59,3,297,0,
942226,BnB in Barn with 2 ensuite Bedrooms,2103297,Lois,,Redland,51.47513,-2.60474,Entire home/apt,120,2,270,2019/9/2,2.71,2,281,38,
975170,Double room in quiet LGBTQIA+ friendly home,5332833,Ashley,,Eastville,51.48256,-2.5546,Private room,34,3,98,2016/7/24,1.07,2,0,1,
979236,large ensuite with seating area,1156132,Sue And Toby,,Ashley,51.46665,-2.58284,Private room,69,1,166,2017/11/26,2.16,2,61,0,
995235,Clifton Towers Bristol B and B,5466703,Marie,,Clifton,51.45308,-2.61544,Private room,53,1,304,2021/6/10,6.76,1,312,39,
1033484,Tranquil Room near City Centre,5687726,Joanne,,Ashley,51.46307,-2.57982,Private room,37,2,317,2021/8/8,3.59,2,44,8,
1096853,"Lovely quiet, clean, Double Bed+Single, with tv",487598,,,Easton,51.46907,-2.56077,Private room,36,1,428,2018/7/19,4.37,3,46,30,
1096947,"Lovely quiet, clean, cosy room, Double Bed, tv",487598,,,Easton,51.46821,-2.56019,Private room,35,1,384,2020/3/20,3.89,3,46,32,
1166104,Private room in ï¿½ï¿½ï¿½Garden Square' Georgian tow,6386989,Anne + Iain,,Clifton,51.45169,-2.62087,Private room,35,14,74,2017/8/19,0.73,2,84,3,
1180148,"Large, comfortable, elegant and quiet room",6456324,Gavin,,Knowle,51.43859,-2.56536,Private room,50,2,22,2021/8/23,0.21,2,296,8,
1260621,Quiet Double With Ensuite In An Old Jeweller Shop,6865698,Kirsty,,Ashley,51.46465,-2.58947,Private room,43,2,226,2019/8/26,3.08,2,70,8,
1329265,"Excellent central location, perfect for visitors",7144675,Stephanie,,Lawrence Hill,51.45952,-2.57379,Private room,40,5,204,2019/12/2,2.34,1,109,8,
1337681,Stylish Family Home in Amazing Location,7254449,Tamsin,,Stoke Bishop,51.47366,-2.63905,Entire home/apt,600,7,17,2017/12/28,0.17,2,321,2,
1457693,Cosy single room with breakfast,4577089,Rohan,,Eastville,51.47371,-2.54602,Private room,25,20,15,2020/11/15,0.2,2,328,1,
1524396,Woodburner - Sarah's double room.,360195,Sarah,,Windmill Hill,51.43993,-2.59185,Private room,37,1,147,2019/5/22,1.96,5,1,1,
1536968,Blanket Box - Sarah's large Room,360195,Sarah,,Windmill Hill,51.44049,-2.5922,Private room,45,2,108,2019/4/15,1.74,5,0,0,
1623879,Homestay - Single Room in Bristol,8635028,John,,Henbury & Brentry,51.51255,-2.60012,Private room,22,3,149,2017/4/7,1.68,1,333,19,
1906645,"Sunny, stylish home-great location- Free Parking",9487977,Abi,,Cotham,51.46669,-2.59684,Entire home/apt,100,28,48,2019/10/24,0.76,1,35,9,
2028961,Single room in quiet LGBTQ friendly home,5332833,Ashley,,Eastville,51.48289,-2.55452,Private room,27,3,76,2017/4/8,0.9,2,25,4,
2164660,Lovely light attic room,5905890,Stella,,Easton,51.46988,-2.56336,Private room,30,1,199,2019/7/5,2.5,1,52,18,
2235568,A Cool Place in Montpelier !,11413122,Tony,,Ashley,51.46774,-2.58777,Private room,35,3,286,2021/8/30,3.35,3,104,30,
2446524,A home away from home!,12510269,Namrata,,Clifton,51.46097,-2.62344,Private room,35,1,17,2018/3/25,0.34,2,177,0,
2523293,A stay in a home from home!,12510269,Namrata,,Clifton,51.46098,-2.62405,Private room,32,1,125,2018/7/22,3.2,2,55,11,
2548956,"Huge, bright, spacious double room",13019736,Jody,,Southmead,51.50372,-2.59014,Private room,35,1,290,2021/9/4,5.35,2,0,29,
2655363,Comfortable home in central Bristol,3647954,Cath,,Southville,51.4463,-2.60346,Entire home/apt,80,2,9,2021/8/10,0.58,3,0,3,
2793019,Cute Quirky Flat in Prime Location,13804437,Kathleen,,Ashley,51.46545,-2.58329,Entire home/apt,30,4,63,2019/8/14,1.24,1,2,0,
2819807,Small bright room in Clifton,14425470,Nuccia,,Clifton,51.45851,-2.62321,Private room,29,2,299,2019/8/16,3.87,1,29,0,
3365141,Quiet + large ensuite double room,7588995,Olivia,,Ashley,51.46816,-2.58244,Private room,50,1,347,2018/11/4,4.4,1,337,16,
3457246,lovely single room in quiet house,17422981,Kath,,Stockwood,51.41205,-2.55552,Private room,20,90,35,2020/12/31,0.44,1,299,1,
3468287,Double-bedroom to rent near city centre,17474076,Monica,,Lawrence Hill,51.46052,-2.56626,Private room,18,90,88,2019/9/4,1.22,1,254,1,
3490531,Modern Clifton Town House,650181,Jeremy,,Clifton Down,51.46692,-2.60854,Private room,48,5,17,2021/7/30,0.19,1,66,6,
3490779,"Lovely quiet, clean room, Double Bed, tv",487598,,,Easton,51.46796,-2.56088,Private room,38,1,323,2021/9/15,3.73,3,46,29,
3635586,"Bright and airy 1-bed flat, nr Clifton & BBC",18332468,Zanna,,Clifton Down,51.46653,-2.61032,Entire home/apt,92,1,80,2021/6/3,0.92,1,41,8,
3766960,ýýýWalk Score 78ýýý6 ParkingýýýGardenýýýKing BedýýýSun Patio,19298185,Roz,,Brislington West,51.43744,-2.55731,Entire home/apt,200,3,80,2018/11/25,1.2,1,202,25,
3788534,"Light, airy single room. 10mins walk from Centre.",19228735,Jude,,Southville,51.44525,-2.60523,Private room,35,2,167,2019/6/15,2.21,1,27,15,
3879902,Tranquil Double Room near City Centre,5687726,Joanne,,Lawrence Hill,51.46306,-2.57796,Private room,46,2,142,2019/12/8,2.26,2,302,7,
3906876,Luxury Harbour Side Apartment,20235167,Robert,,Hotwells & Harbourside,51.44923,-2.60908,Entire home/apt,257,7,40,2019/9/30,0.47,1,365,2,
3960179,FABULOUS!!!,20522861,Peter,,Avonmouth & Lawrence Weston,51.49699,-2.6466,Entire home/apt,139,5,1,2016/4/27,0.01,2,358,0,
3975847,"Victorian house, room with double bed and en suite",20605126,Val,,Clifton Down,51.47077,-2.61189,Private room,55,1,86,2019/7/2,1.59,2,62,2,
4086139,"Beautiful room and bathroom, central location",21194896,Sue,,Cotham,51.46225,-2.59804,Private room,56,2,628,2019/12/29,7.51,1,133,19,
4249808,Georgian 1 bedroom House in Totterdown,22052738,Alicja,,Windmill Hill,51.44431,-2.58133,Entire home/apt,97,2,12,2021/9/6,0.45,1,2,1,
4315598,Amazing location  Heart of Bristol,7607380,Jerry And Jacqui,,Hotwells & Harbourside,51.44695,-2.6032,Private room,75,2,330,2020/2/16,5.54,2,349,2,
4438036,"2 beautiful double bedrooms, central Bristol",8618313,Luke & Caroline,,Cotham,51.4644,-2.60411,Private room,104,1,119,2020/2/2,1.81,2,30,14,
4454288,Beautiful large ensuite bedroom in central Bristol,8618313,Luke & Caroline,,Cotham,51.46506,-2.60529,Private room,45,2,203,2021/6/16,2.62,2,32,17,
4466441,A piece of country in the city!,9253023,Suzan,,Eastville,51.47924,-2.54673,Private room,25,1,93,2016/11/27,1.18,1,51,4,
4521395,"Tranquil studio flat, easy access central Bristol",23421319,Ian,,Brislington East,51.45166,-2.54502,Entire home/apt,54,2,117,2017/9/21,1.48,1,238,7,
4543852,Cosy Eco-Cabin with lake views,23560849,Ruby,,Eastville,51.47682,-2.55623,Entire home/apt,78,1,420,2021/10/17,6.25,2,15,17,
5027387,Franks Place,24770635,Kerry,,Stoke Bishop,51.47473,-2.62571,Entire home/apt,132,2,108,2016/6/5,1.46,1,173,10,
5039419,Comfortable two bedroom house in Bristol,7760148,Ed,,Easton,51.46626,-2.55981,Entire home/apt,55,14,41,2017/2/20,0.64,1,137,0,
5267860,"Central Bristol - A lovely, homely garden flat",27267193,Catherine,,Redland,51.4697,-2.59458,Entire home/apt,70,1,157,2021/8/19,4.22,1,325,28,
5295347,Gorgeous flat in Heart of Clifton,19389644,Jules,,Clifton Down,51.45888,-2.61033,Entire home/apt,76,3,363,2021/6/28,4.78,1,85,17,
5393069,Two bed flat Clifton+Balcony+Parkng,27954975,Johnie,,Clifton Down,51.4583,-2.60922,Entire home/apt,90,2,364,2021/8/11,5.27,3,325,50,
5496194,Sunny room in happy house,3309796,Becky & Rachel,,Lawrence Hill,51.46531,-2.56697,Private room,36,2,236,2021/9/23,3.01,1,6,5,
5566863,Family home in central Bristol,25648545,Rob,,Redland,51.47278,-2.59713,Entire home/apt,120,2,14,2016/8/13,0.58,1,142,1,
5613882,one double room,10368086,Sara,,Cotham,51.47158,-2.6111,Private room,90,1,54,2017/8/28,1.05,2,81,6,
5649344,Double room with amazing city views in family home,29271997,Katy,,Knowle,51.43865,-2.57297,Private room,55,2,25,2018/12/6,0.69,1,22,0,
5752786,Big 4 poster bedroom with shower on Gloucester Rd,29674675,Prue,,Redland,51.47619,-2.59096,Private room,40,1,228,2018/11/3,4.32,2,318,21,
5890872,"Private cosy flat, free road parking and garden",25846068,Liz And James,,Windmill Hill,51.43808,-2.59473,Entire home/apt,55,2,287,2020/11/30,3.66,1,233,30,
5984540,Victoria Park Studio,13625482,Celia,,Windmill Hill,51.43848,-2.58816,Private room,39,2,272,2020/9/26,3.92,1,108,9,
6102243,Luxury Apartment with Roof Garden & 360 City Views,14666719,Carl,,Bedminster,51.43723,-2.60298,Entire home/apt,120,1,151,2019/9/11,3.12,1,319,35,
6127021,Large Light & airy ensuite room (private bathroom),13093021,Katie,,Central,51.4624,-2.60707,Private room,35,5,35,2020/2/29,0.59,3,105,3,
6347144,Stylish & Relaxing Loft Overlooking The River+Prk,11141720,Mike And Phil,,Brislington West,51.44354,-2.56833,Entire home/apt,171,2,127,2018/6/22,1.63,3,2,16,
6362232,Views. Sleeps 1-3. Ensuite. Kitchenette. Parking.,21295528,Helen,,Southville,51.44166,-2.6081,Private room,47,2,562,2021/7/12,7.27,1,186,34,
6376019,Double room with private lounge and bathroom,5100050,Andy,,Ashley,51.46378,-2.58375,Private room,39,2,38,2021/10/1,0.92,1,314,4,
6388411,City centre 2 dbl bedroom & garden.,2914982,Syadid,,Lawrence Hill,51.45715,-2.58266,Entire home/apt,109,2,231,2020/8/18,3.35,1,280,21,
6399904,Lovely Double Room in Southville,27540782,Sophia,,Southville,51.4444,-2.60854,Private room,38,3,26,2021/7/3,0.33,3,22,2,
6406525,3BD central sunny house just off Gloucester Road,13685989,Juliet,,Redland,51.47295,-2.5931,Entire home/apt,250,5,18,2016/7/19,0.25,2,177,0,
6568875,Spacious 2 bed in the heart of Bristol,21160367,Sophie,,Clifton,51.45017,-2.62164,Entire home/apt,85,10,145,2020/1/4,2.01,2,222,11,
6613273,dingle corner a delightful and spacious house,34607760,Peter,,Avonmouth & Lawrence Weston,51.49545,-2.64907,Entire home/apt,125,5,6,2021/5/14,0.08,1,350,1,
6654903,City centre double: with river views + breakfast,33952114,Mark And Corinne,,Hotwells & Harbourside,51.44693,-2.60373,Private room,69,2,78,2020/2/16,2.7,2,0,12,
6686556,Victorian 3 bedroom within easy reach of the city,6674235,Adam,,Brislington West,51.43704,-2.55269,Entire home/apt,239,2,17,2021/10/17,5.6,1,233,17,
6809380,Room in friendly household,9266236,Catherine,,Bishopston & Ashley Down,51.48448,-2.58776,Private room,29,2,40,2017/8/8,0.74,2,22,0,
6818070,2 DoubleBed Flat in Victorian home,29944566,Susie,,Ashley,51.47004,-2.5815,Entire home/apt,114,1,64,2015/10/3,0.91,1,0,0,
6874942,Garden Flat near Whiteladies Road with Parking,12329887,Sarah & Mark,,Clifton Down,51.46635,-2.61155,Entire home/apt,83,2,405,2021/7/25,5.61,1,198,67,
7120612,Pill Harbourside double bedroom,19909822,Alan,,Avonmouth & Lawrence Weston,51.48172,-2.68321,Private room,38,2,14,2015/10/28,0.19,1,0,0,
7126385,Lovely double room in family home,13093021,Katie,,Central,51.46088,-2.6071,Private room,25,5,34,2019/5/2,0.66,3,139,7,
7141508,A Unique Bristol Harbour Apartment With Parking!,37400137,Angela,,Hotwells & Harbourside,51.45034,-2.60618,Entire home/apt,121,3,96,2021/2/22,3.06,1,227,12,
7159559,1 bed apartment - Central Bristol,37494463,Scarlett,,Lawrence Hill,51.45663,-2.58261,Entire home/apt,65,1,343,2021/8/3,4.62,1,305,68,
7210845,"Double room, trendy victorian house",6379248,Ann-Marie,,Hotwells & Harbourside,51.45459,-2.6081,Private room,48,28,7,2016/3/16,0.09,1,132,0,
7333434,Charming and Light Victorian House,37134676,Sally,,St George West,51.4604,-2.55036,Entire home/apt,69,2,168,2021/5/23,2.3,1,55,9,
7366399,Stunning large Victorian house by park,14410812,Peter,,Ashley,51.47314,-2.5868,Entire home/apt,190,5,13,2016/5/30,0.17,2,299,1,
7591680,"Calm and lovely, near city centre",15930299,Simon,,Cotham,51.4637,-2.59529,Private room,30,7,13,2021/6/12,0.17,1,60,1,
7592135,Clifton Stylish 1 Bed & Parkng,35535415,Sally,,Clifton,51.45221,-2.6173,Entire home/apt,123,2,49,2021/9/27,0.71,1,343,8,
7677840,"Attic room, spectacular views, nr centre, b.fast",9435176,Cecilia,,Ashley,51.46796,-2.58824,Private room,30,1,173,2019/3/14,2.29,1,25,0,
7784124,Coach House in Clifton Village,40952905,Cathy,,Clifton,51.45761,-2.61821,Entire home/apt,71,7,96,2018/9/8,1.51,1,300,3,
7824532,"Twin/super king  bedroom, Shirehampton, Bristol",6466360,Rebecca,,Avonmouth & Lawrence Weston,51.48589,-2.67212,Private room,40,1,27,2021/9/5,1.77,1,346,21,
7883245,Double room in excellent Clifton location,37533889,Sarah,,Clifton Down,51.45745,-2.60951,Private room,50,2,71,2019/5/4,1.13,2,160,8,
7900542,Spacious room in Victorian house,40009065,Lin & Jim,,Bishopston & Ashley Down,51.47926,-2.58416,Private room,46,1,192,2020/9/20,2.83,2,60,36,
7909436,Bristol self-catering studio+kitchen+parking,11877178,Jaya,,Knowle,51.43094,-2.56538,Entire home/apt,60,2,359,2019/7/8,6.52,1,333,36,
8025707,Quiet en-suite Attic Room with blackout blinds,40009065,Lin & Jim,,Bishopston & Ashley Down,51.48012,-2.585,Private room,40,1,198,2018/6/2,2.65,2,130,42,
8030276,Comfortable Double Whitehall BS5,30423666,Maureen,,Easton,51.46166,-2.5603,Private room,35,1,37,2017/11/19,0.61,1,112,0,
8097937,"Lovely, sunny, double room",18833150,Andrew,,Redland,51.47828,-2.59379,Private room,35,1,383,2019/8/19,5.15,1,266,0,
8142384,Charming loft room with own shower,41369557,Jonathan,,Ashley,51.46985,-2.58821,Private room,45,2,1,2015/9/5,0.01,1,281,0,
8161251,A lovely kingsize room in Horfield,39471780,Daniel  & Jess,,Horfield,51.49404,-2.57874,Private room,50,1,100,2018/7/7,1.36,1,238,6,
8529713,"Stunning House, Amazing Views, Kid Friendly",7862664,James,,Ashley,51.46905,-2.5859,Entire home/apt,120,3,15,2021/8/15,0.2,1,146,1,
8544115,South Bristol - Bright Loft Space,44979965,Chris,,Bedminster,51.43263,-2.62532,Private room,46,1,172,2018/9/15,2.33,2,55,0,
8560539,Warehouse Conversion at Paintworks+Parking,11141720,Mike And Phil,,Brislington West,51.44313,-2.56798,Entire home/apt,241,2,68,2019/8/9,0.94,3,13,2,
8561053,Self contained studio apartment,45057972,Guy And Bliss,,Eastville,51.47757,-2.54138,Entire home/apt,51,2,179,2020/12/8,2.46,1,311,44,
8578293,"City View, Woodburner or Blanket Box room.",360195,Sarah,,Windmill Hill,51.44024,-2.59174,Private room,36,1,61,2020/3/5,1.74,5,0,8,
8776062,"Single, warm, cosy, inviting bedroom",46005110,Liza,,Brislington East,51.45298,-2.54437,Private room,30,4,20,2019/10/31,0.29,1,356,3,
8853045,"Bright, clean double room, central in vibrant area",46354944,Julie,,Bedminster,51.43769,-2.61332,Private room,40,1,173,2017/6/14,2.75,1,0,9,
8862690,Garden View Double Room in Southville,27540782,Sophia,,Southville,51.44463,-2.60799,Private room,38,3,9,2018/10/18,0.14,3,26,0,
8967035,Cosy apartment close to city centre,46861775,Kath And Hamish,,Knowle,51.43207,-2.56314,Entire home/apt,50,2,132,2020/9/27,1.82,1,304,22,
8967044,Quirky family home with view and large garden.,45271036,Clare,,Eastville,51.47761,-2.55623,Entire home/apt,200,2,32,2021/10/17,0.45,1,137,3,
8998759,5 bed house in central east Bristol BS5,47000633,Becka,,Easton,51.45837,-2.55906,Entire home/apt,111,4,29,2017/1/6,0.56,2,142,11,
9311416,Small quiet room overlooking garden,32885609,Jill,,Southmead,51.50014,-2.60741,Private room,30,1,86,2018/5/10,1.92,3,295,19,
9345415,Relaxing room in Easton,43412115,Paul,,Easton,51.46584,-2.56236,Private room,27,1,97,2019/4/24,1.47,1,91,0,
9389393,Spacious ensuite loft room with views,7537771,Pommy,,Eastville,51.47598,-2.54762,Private room,58,1,71,2017/7/13,1.1,2,36,1,
9399571,Holiday House in Clifton Bristol UK,48697404,Joanna,,Clifton Down,51.4674,-2.61295,Entire home/apt,157,2,109,2019/8/11,2.05,1,242,1,
9408981,"Double loft room, Bristol",48788064,Sheila,,Westbury-on-Trym & Henleaze,51.4929,-2.61328,Private room,38,1,242,2021/7/25,3.88,2,328,26,
9521652,"Studio,  Old City Centre",27954975,Johnie,,Central,51.4544,-2.59404,Entire home/apt,69,2,268,2021/7/5,4.24,3,310,26,
9559959,Cosy courtyard studio near Bristol Harbourside,43800815,Olivia,,Southville,51.44177,-2.59967,Entire home/apt,65,1,453,2021/5/7,8.81,3,89,102,
9598461,Welsh Back ï¿½ï¿½ï¿½ In the Bristol's,34880118,Giuseppe,,Central,51.45141,-2.59257,Private room,47,90,4,2016/4/1,0.06,1,214,0,
9703291,Private Room near Temple Meads,23713368,Harry,,Lawrence Hill,51.45393,-2.57775,Private room,48,2,49,2017/12/20,0.98,1,266,0,
9751748,"Second Double Loft, Bristol.",48788064,Sheila,,Westbury-on-Trym & Henleaze,51.49518,-2.61122,Private room,36,1,6,2019/9/22,0.08,2,297,0,
9899518,"Guest suite. Double bed, free parking, nr. Clifton",130292748,Margaret,,Stoke Bishop,51.47149,-2.63838,Entire home/apt,65,2,112,2019/2/23,1.77,1,4,12,
9905613,Super Comfortable Double Bedroom in Redland,19047046,Maria,,Cotham,51.46908,-2.6081,Private room,50,1,98,2019/11/3,2.57,1,95,37,
9994005,"Amazing Bedsit off Glouc Rd, breakfast & bathroom.",18847816,Alison,,Bishopston & Ashley Down,51.48624,-2.58871,Private room,50,2,91,2016/10/30,3.57,3,156,8,
10084839,Beautiful victorian family house - free parking,17045922,Martin,,Ashley,51.47397,-2.58652,Entire home/apt,307,10,23,2018/8/6,0.36,1,187,4,
10226253,Double bed & sofa bed in friendly home,43414173,Jud,,Lawrence Hill,51.46695,-2.56771,Private room,38,1,47,2016/7/8,0.74,1,297,0,
10261054,"Beautiful, period flat in Clifton",15191883,Pablo,,Clifton,51.45487,-2.61374,Entire home/apt,90,7,45,2021/10/16,0.85,1,92,5,
10267156,"Cosy Single room nr Gloucester Rd, share bathroom.",18847816,Alison,,Bishopston & Ashley Down,51.48522,-2.58819,Private room,40,2,73,2021/10/22,1.06,3,334,8,
10273706,Single/Dbl room 15 mins walk to Southmead Hospital,32885609,Jill,,Southmead,51.50037,-2.60615,Private room,30,1,79,2021/5/2,3.45,3,212,7,
10338400,Lovely 2 Double Bedroom Garden Flat,53204091,Jo,,Cotham,51.46919,-2.60552,Entire home/apt,100,3,112,2019/4/3,2.28,1,40,24,
10576200,Stylish apartment with the best view in Bristol,54559330,Sam,,Ashley,51.47166,-2.58064,Entire home/apt,116,4,46,2021/9/27,1.5,1,260,20,
10604670,Bristol Serviced Lettings 1 bed No 15,47825852,Robert,,Lawrence Hill,51.46004,-2.5728,Entire home/apt,85,2,10,2021/7/2,0.14,3,346,5,
10604998,Bristol Serviced Lettings 1 bed No 6,47825852,Robert,,Lawrence Hill,51.46111,-2.57282,Entire home/apt,96,2,3,2021/4/17,0.13,3,344,2,
10605969,Bristol Serviced Lettings 2 Bedroom Double/Twin,47825852,Robert,,Lawrence Hill,51.46078,-2.5748,Entire home/apt,139,2,2,2017/2/17,0.03,3,356,0,
10666028,Charming Apartment - Quiet Spot near City Centre,36464455,Lucy,,Cotham,51.46691,-2.59996,Entire home/apt,130,4,111,2021/9/5,1.74,1,298,10,
10670402,Studio apartment over detached double garage.,52557181,David,,Avonmouth & Lawrence Weston,51.49493,-2.63919,Entire home/apt,63,2,35,2020/4/5,0.88,1,22,0,
11086498,Totterdown double room near Temple Mead's Station,7852250,Tim,,Windmill Hill,51.44431,-2.58044,Private room,57,2,70,2021/10/12,2.38,2,316,4,
11129281,Home from Home Spacious Sunny Flat,3628003,Miltos,,Redland,51.47588,-2.60838,Entire home/apt,120,1,92,2016/7/9,1.35,1,22,1,
11255331,4th floor contemporary apartment,58731668,Briony,,Central,51.46104,-2.60168,Entire home/apt,75,2,101,2019/8/18,1.72,1,255,19,
11264516,Clifton - Georgian townhouse for up to 9 guests,6386989,Anne + Iain,,Clifton,51.45139,-2.62042,Entire home/apt,425,3,26,2018/12/27,0.4,2,2,0,
11311871,"Entire garden flat, Clifton",20787677,Candia,,Clifton,51.45319,-2.61554,Entire home/apt,100,4,174,2021/8/15,2.78,1,125,16,
11395576,Double bedroom with ensuite bath,33801004,Jessica,,Bedminster,51.44094,-2.60298,Private room,35,100,29,2016/6/14,0.43,1,98,0,
11417033,Large boutique flat with park views and garden,35362588,Jason,,Brislington West,51.43967,-2.55992,Entire home/apt,50,1,313,2020/2/27,4.92,1,144,10,
11451676,Bohemian Georgian Luxury in Centre,18414383,Jess,,Hotwells & Harbourside,51.45382,-2.60406,Private room,61,4,33,2018/6/29,0.56,2,0,0,
11515357,Cottage in Clifton Village,14130227,Anita,,Clifton,51.45452,-2.62392,Entire home/apt,203,3,110,2019/8/22,2.01,1,130,9,
11518739,"Clifton,small room in Coach house, free parking.",58067723,Nicki,,Clifton,51.45798,-2.62536,Private room,37,1,81,2017/4/14,1.55,1,6,2,
11529140,Spacious room in Southville,60676521,Sharon,,Southville,51.44268,-2.60575,Private room,43,2,199,2019/2/21,3.09,2,341,9,
11620357,Stunning apartment in great location,61538404,Lindon,,Cotham,51.46514,-2.60184,Entire home/apt,108,4,42,2021/7/12,0.74,1,340,13,
11655698,"Rear Garden View, Large Bedroom with King Size Bed",53473700,Jon,,Brislington West,51.43775,-2.55833,Private room,34,4,41,2018/10/17,0.67,1,353,0,
11676391,"Rustic, light and spacious double room in Easton",29264344,Sarah,,Easton,51.46346,-2.562,Private room,31,2,22,2020/2/20,1.09,2,0,0,
11864632,Comfortable and Clean Flat - Great Location,10680012,Cath,,Ashley,51.47115,-2.59157,Entire home/apt,84,1,634,2020/8/9,9.97,1,0,93,
11870221,Beautiful Georgian apartment in Clifton village,63283559,Joanna,,Clifton,51.45392,-2.62261,Entire home/apt,155,3,44,2019/12/27,0.69,1,1,6,
12124943,"Southville, Bristol - beautiful double room",60676521,Sharon,,Southville,51.44429,-2.60625,Private room,45,4,154,2018/5/6,3.01,2,328,0,
12162237,Beautiful room at a perfect location in Clifton,40318076,Nectaria,,Clifton,51.45649,-2.61418,Private room,50,1,0,,,1,0,0,
12187361,2 Bedroom House 10 mins from the centre. St Judes,65499435,Brett,,Lawrence Hill,51.45941,-2.57554,Entire home/apt,116,1,386,2019/10/20,5.82,2,303,30,
12247664,Large double room in prime location,14410812,Peter,,Bishopston & Ashley Down,51.475,-2.58646,Private room,33,1,2,2016/4/28,0.03,2,0,0,
12818529,Room  with comfortable sofa-bed in friendly  home,9266236,Catherine,,Bishopston & Ashley Down,51.48478,-2.58968,Private room,30,2,9,2019/10/27,0.23,2,0,0,
12828793,Guest floor A: 2 rooms & kitchenette in Totterdown,18879799,Katherine & Suresh,,Windmill Hill,51.44042,-2.57154,Entire home/apt,84,1,266,2021/10/15,4.08,2,68,38,
12987193,5* Hotel Quality Living - 10mins from City,65463753,Kiron,,Henbury & Brentry,51.50531,-2.61259,Entire home/apt,666,1,99,2020/3/8,1.54,3,127,13,
12999409,Double Room 2.,57242974,John,,Eastville,51.4748,-2.55877,Private room,23,5,39,2019/10/12,0.64,5,13,4,
13086182,Vintage Style room in Bristol city centre (33),54503007,Patrick,,Central,51.45486,-2.59284,Private room,53,1,160,2021/10/13,4.57,7,285,11,
13119191,A Sunny Room In Montpelier,11413122,Tony,,Ashley,51.46714,-2.58716,Private room,32,4,90,2019/2/24,1.4,3,45,9,
13133203,modern gem,20522861,Peter,,Avonmouth & Lawrence Weston,51.49722,-2.64567,Entire home/apt,139,7,0,,,2,365,0,
13230383,5* Reviews Large Stunning House *Friends &Families,66549798,Hannah,,Ashley,51.47476,-2.58334,Entire home/apt,689,1,175,2021/10/17,4.55,2,121,6,
13237892,Guest floor B: 2 rooms & kitchenette in Totterdown,18879799,Katherine & Suresh,,Windmill Hill,51.44037,-2.5715,Entire home/apt,84,1,259,2017/11/4,4.01,2,62,6,
13269461,Newly decorated annex with garden view,54046046,Jilly,,Bishopston & Ashley Down,51.48457,-2.59501,Entire home/apt,50,2,172,2018/5/15,3.44,1,120,16,
13290486,Sunny & bright 1 bed flat in colourful Totterdown,74990295,Mark,,Windmill Hill,51.44231,-2.58228,Entire home/apt,66,5,232,2020/3/5,3.65,1,302,9,
13294974,"Lovely sunny, double room with on-street parking",57939827,Charlie,,Brislington West,51.44105,-2.5529,Private room,25,2,71,2019/10/31,1.46,1,107,21,
13360791,Modern Stylish Apartment in the Heart of Clifton,33767623,Tom,,Clifton,51.45635,-2.61776,Entire home/apt,142,2,267,2020/2/25,4.39,1,21,2,
